,municipio,escrutinio,input_text,target_text
7629,Castalla,71.45,Cs | 42.11 | 6 | <null> && COMPROMÍS MUNICIPAL | 23.87 | 3 | <null> && PSOE | 15.1 | 2 | 2 menos && PP | 12.82 | 2 | 2 menos && CONTIGO | 4.64 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 71.45%, Cs ganaría en Castalla con seis concejales, lo cual supondría uno más que los registrados en la región durante los pasados comicios. El partido naranja habría logrado un 42,11% de los votos, mientras que en la segunda plaza se situaría Esquerra Unida per Castalla - Compromís Municipal, con tres representantes; seguido del PSOE, que se quedaría con dos concejales (15,1%); y el PP, que conseguiría dos, con un 12,82%. El 4,64% alcanzado por Contigo sería insuficiente para entrar en el concejo municipal."
2019,Tomelloso,14.16,PSOE | 53.73 | 12 | 4 más && PP | 27.8 | 6 | 1 menos && VOX | 8.93 | 2 | <null> && Cs | 5.75 | 1 | <null> && PODEMOS.IU | 3.14 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 14.16%, el PSOE triunfaría en Tomelloso con 12 concejales, lo que supondría cuatro asientos más que en los comicios anteriores. La formación socialista habría obtenido un 53,73% de los votos, mientras que en segundo lugar aparecería el PP, que se haría con seis ediles, uno menos que en la pasada ocasión en este municipio; seguido de Vox, que obtendría dos concejales (9,33%); y Cs, que conseguiría uno, con un 5,71%. El 3,26% alcanzado por Unidas - Izquierda Unida Podemos sería insuficiente para entrar en el concejo municipal."
621,Cortes de la Frontera,59.17,VECINOS.1 | 47.92 | 6 | <null> && PSOE | 33.75 | 4 | 1 más && PP | 10.9 | 1 | 1 más && CU | 6.24 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 59.17%, Vecinos se impondría en Cortes de la Frontera con seis concejales. De acuerdo a los datos que se manejan hasta el momento, Vecinos se haría con un 47,92% de los votos en juego, seguido del PSOE-A, con cuatro ediles (33,75% de los votos); y del PP, con un asiento (10,9%). El 6,24% alcanzado por CU sería insuficiente para entrar en el concejo municipal."
44,Garrucha,42.62,PSOE | 53.13 | 7 | 0 && PP | 29.08 | 4 | 1 menos && Cs | 9.12 | 1 | <null> && I.U. | 7.71 | 1 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 42.62%, el PSOE-A vencería en Garrucha con siete concejales, lo que se traduciría en una cantidad similar que en los pasados comicios. Gracias al 53,13% de las papeletas, la organización de Ferraz se habría impuesto al PP, que con cuatro ediles ostentaría la segunda plaza por delante de Cs, con uno; y Garrucha Para la Gente, que obtendría un representante. "
6721,Fresnedillas de la Oliva,19.17,PF | 69.24 | 7 | <null> && PP | 21.14 | 2 | 2 menos && PODEMOS.IU | 6.64 | 0 | <null> && PSOE | 2.17 | 0 | 0,"Por Fresnedillas sería la fuerza política más votada en Fresnedillas de la Oliva, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 19.17% de escrutinio. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por Por Fresnedillas se correspondería con el 69,24% de los votos. El segundo puesto quedaría en manos del PP, que con dos representantes, lograría dos menos que en las anteriores votaciones en esta localidad. Tal resultado dejaría sin representación a IU-Podemos, opción elegida por el 6,64%; y al PSOE, con un 2,17%."
5997,Casas de Don Pedro,70.95,PP | 48.18 | 5 | 0 && PSOE | 38.0 | 3 | 0 && Cs | 12.82 | 1 | <null>,"Con un 70.95% de los votos escrutados, el PP ganaría las elecciones municipales de Casas de Don Pedro con cinco concejales, lo que significaría una cantidad similar que en los anteriores comicios. La formación popular acapararía un 48,4% de los votos, mientras que en segundo lugar aparecería el PSOE, que habría conseguido tres ediles (38,08%); seguido de Cs, con un 12,88% de los votos y un asiento. "
166,Castro del Río,73.29,I.U. | 30.99 | 4 | <null> && PP | 28.34 | 4 | 1 más && PSOE | 25.95 | 4 | 0 && VpCL | 12.34 | 1 | <null> && Cs | 1.22 | 0 | <null>,"Con un 73.29% de los votos escrutados en las elecciones municipales, Izquierda Unida, el PP y el PSOE-A protagonizarían un triple empate a cuatro concejales en Castro del Río. Izquierda Unida habría obtenido un 31,03% del electorado, lo cual supondría un asiento menos que durante los pasados comicios en este municipio, mientras que la formación popular y la formación socialista estarían por detrás en términos porcentuales, con un 28,38% y un 25,98%, respectivamente. El cuarto lugar estaría ocupado por Vecinos por Castro y el Llano, que con un 12,35% conseguiría un miembro del Ayuntamiento. A las puertas del Salón de Plenos se quedaría Cs, como ya ocurrió en los comicios anteriores, con un 1,22%."
338,Motril,41.02,PP | 27.86 | 8 | 1 menos && PSOE | 21.79 | 6 | 1 menos && PMAS | 11.13 | 3 | <null> && AxSI | 9.57 | 3 | <null> && Cs | 7.61 | 2 | <null> && I.U. | 7.02 | 2 | <null> && VOX | 6.27 | 1 | <null> && PODEMOS | 3.99 | 0 | <null> && #MotrilDICE | 3.71 | 0 | <null> && N.A. | 0.35 | 0 | <null>,"Con un 97,77% de los votos escrutados, el PP vencería en las elecciones municipales de Motril con ocho concejales, lo que se traduciría en un peor resultado en el municipio que en 2015, pues se traduce en dos representantes menos. Un 26,99% de las papeletas le habría servido para erigirse en la mayor fuerza política de la región por delante del Partido Socialista Obrero Español de Andalucía, que obtendría seis concejales, uno menos que en la pasada ocasión en este municipio; Más Costa Tropical, que se haría con tres; AxSI, con dos;; Cs, con dos; Izquierda Unida - Equo - Para la Gente, con dos; y Vox, que con dos sería la última fuerza en obtener representantes en la circunscripción. "
4574,Campaspero,22.98,PP | 55.8 | 5 | 0 && PSOE | 43.14 | 4 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 22.98%, el PP triunfaría en Campaspero con cinco concejales, lo cual significaría una cantidad similar que en los anteriores comicios. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por la formación popular se correspondería con el 55,8% de los votos. El segundo puesto iría a parar al PSOE, que con cuatro ediles lograría el mismo número que en las pasadas votaciones en el municipio. "
7202,Irun,44.07,PSOE | 35.73 | 10 | 0 && EAJ-PNV | 24.85 | 7 | 2 más && PODEMOS.IU | 15.42 | 4 | <null> && EH Bildu | 13.84 | 3 | <null> && PP | 5.45 | 1 | 1 menos && Cs | 2.3 | 0 | <null> && VOX | 1.57 | 0 | <null>,"Con un 44.07% de los votos escrutados, el PSOE vencería en las elecciones municipales de Irun con 10 concejales, lo cual supondría una cantidad similar que en los anteriores comicios. La organización de Ferraz habría logrado un 35,73% de los votos, mientras que en la segunda plaza aparecería EAJ-PNV, que con siete ediles lograría dos más que en las anteriores votaciones en esta localidad; seguido de Elkarrekin Podemos, con cuatro. Por detrás estarían EH Bildu, con tres miembros del Ayuntamiento y un 13,84% de electores; y el PP, con uno y un 5,45%. Peor suerte correrían Cs, que con un 2,3% no se sentaría en el Salón de Plenos; y Vox, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,57%."
4475,Ólvega,1.5,PP | 46.72 | 5 | 2 menos && PSOE | 31.23 | 4 | 0 && Cs | 11.0 | 1 | <null> && PODEMOS | 10.38 | 1 | <null>,"Con un 1.5% de los votos escrutados, el PP se impondría en las elecciones municipales de Ólvega con cinco concejales, lo que se traduciría en dos representantes menos que durante los anteriores comicios en esta localidad. La formación popular habría obtenido un 46,72% de los votos, mientras que en segundo lugar se situaría el PSOE, que con cuatro ediles, obtendría el mismo número que en las anteriores votaciones en esta localidad; seguido de Cs, que obtendría un concejal (11%); y Podemos, que conseguiría uno, con un 10,38%. "
1809,Ribamontán al Mar,68.57,P.R.C. | 53.95 | 6 | 0 && PP | 25.21 | 3 | 1 menos && IV | 18.97 | 2 | <null>,"Con un 68.57% de los votos escrutados, el Partido Regionalista de Cantabria se impondría en las elecciones municipales de Ribamontán al Mar con seis concejales, lo cual supondría el mismo número de representantes que durante los pasados comicios en esta localidad. El Partido Regionalista de Cantabria acapararía un 53,95% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido tres ediles (25,21%); seguido de IV, con un 18,97% de los votos y dos asientos. "
1774,Corvera de Toranzo,20.19,P.R.C. | 50.39 | 6 | 2 más && PP | 33.6 | 4 | 1 menos && PSOE | 15.08 | 1 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 20.19%, el Partido Regionalista de Cantabria ganaría en Corvera de Toranzo con seis concejales, lo que significaría dos asientos más que en los pasados comicios. El 50,39% de las papeletas le habría servido al Partido Regionalista de Cantabria para superar al PP y al PSOE, que obtendrían cuatro (33,6%) y un edil (15,08%), respectivamente. "
78,Serón,3.99,PSOE | 57.15 | 6 | 1 menos && PP | 41.36 | 5 | 1 más,"Con un 3.99% de los votos escrutados, el PSOE-A triunfaría en las elecciones municipales de Serón con seis concejales, lo que supondría un asiento menos que durante los anteriores comicios en este municipio. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por la organización de Ferraz se correspondería con el 57,15% de los votos. El segundo puesto quedaría en manos del PP, que con cinco ediles conseguiría uno más que en las anteriores votaciones en esta localidad."
2989,"Tiemblo, El",51.46,PP | 37.35 | 5 | <null> && XAV | 33.09 | 4 | <null> && Cs | 13.05 | 1 | <null> && PSOE | 8.52 | 1 | <null> && IU-EQUO | 6.23 | 0 | <null>,"El PP sería la fuerza política más votada en El Tiemblo, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 51.46% de escrutinio, lo cual se traduciría en dos asientos menos que durante los anteriores comicios en esta localidad. La formación popular habría obtenido un 37,35% de los votos, mientras que en segundo lugar se situaría Por Ávila, con cuatro concejales; seguido de Cs, que se quedaría con un concejal (13,05%); y el PSOE, que conseguiría uno, con un 8,52%. A las puertas del Salón de Plenos se quedaría Izquierda Unida - Equo, como ya ocurrió en los comicios anteriores, con un 6,23%."
7014,Murchante,36.77,PSOE | 52.87 | 7 | 0 && MxM | 26.6 | 3 | <null> && NA+ | 13.45 | 1 | <null> && I.M. | 5.64 | 0 | <null>,"Con un 36.77% de los votos escrutados, el PSOE vencería en las elecciones municipales de Murchante con siete concejales, lo cual se traduciría en una cantidad similar que en los anteriores comicios. De acuerdo a los datos que se manejan hasta el momento, la organización de Ferraz se haría con un 52,87% de los votos en juego, seguido de Murchantinos por Murchante, con tres ediles (26,6% de las papeletas); y de Navarra Suma, con un asiento (13,45%). Fuera estaría IM, como ya ocurrió en los comicios anteriores, al recabar un 5,64% de apoyos."
1656,Valldemossa,36.25,G.I.V. | 45.69 | 5 | <null> && PP | 25.69 | 2 | 0 && VqV | 21.51 | 2 | 1 menos && EL PI | 5.96 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 36.25%, GIV se impondría en Valldemossa con cinco concejales, lo cual significaría un representante menos que durante los pasados comicios en esta localidad. Grup Independent de Valldemossa acapararía un 45,69% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido dos ediles (25,69%); seguido de La Valldemossa Que Volem, con un 21,51% de las papeletas y dos asientos. Fuera estaría EL PI, como ya ocurrió en los comicios anteriores, al recabar un 5,96% de apoyos."
3417,Cacabelos,55.77,PP | 33.12 | 5 | 1 menos && PSOE | 25.68 | 4 | 1 menos && SXC | 15.75 | 2 | <null> && I.U. | 12.96 | 2 | <null> && Cs | 6.19 | 0 | <null> && C. Bierzo | 2.96 | 0 | <null> && PODEMOS | 2.09 | 0 | <null>,"El PP sería la fuerza política más votada en Cacabelos, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 55.77% de escrutinio, lo cual supondría un asiento menos que durante los pasados comicios en este municipio. El partido de Génova habría logrado un 33,34% de los votos, mientras que en la segunda plaza aparecería el PSOE, que obtendría cuatro ediles, uno menos que en la pasada ocasión en este municipio; seguido de SXC, que obtendría dos concejales (15,7%); y IU, que conseguiría dos, con un 12,92%. Tal resultado dejaría sin representación a Cs, opción elegida por el 6,31%; y a CBierzo, con un 2,95%."
40,Fiñana,19.41,PSOE | 60.57 | 6 | 1 menos && PP | 22.03 | 2 | 1 más && Cs | 9.56 | 1 | <null> && I.U. | 7.09 | 0 | <null>,"El PSOE-A sería la fuerza política más votada en Fiñana, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 19.41% de escrutinio, lo que se traduciría en un representante menos que durante los anteriores comicios en este municipio. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 60,57% de los votos en juego, seguido del PP, con dos ediles (22,03% de los votos); y de Cs, con un asiento (9,56%). Fuera estaría Izquierda Unida - Equo Para la Gente, que perdería todos sus miembros del Cabildo, al recabar un 7,09% de apoyos."
6764,Orusco de Tajuña,43.55,PSOE | 64.96 | 6 | 0 && PP | 32.34 | 3 | 0,"Con un 43.55% de los votos escrutados, el PSOE vencería en las elecciones municipales de Orusco de Tajuña con seis concejales, lo que se traduciría en una cantidad similar que en los pasados comicios. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por la formación socialista respondería al 64,96% de los votos. El segundo puesto iría a parar al PP, que con tres ediles obtendría el mismo número que en las anteriores votaciones en el municipio. "
8031,Navarrés,80.34,PP | 73.21 | 8 | 1 más && PSOE | 25.71 | 3 | 0,"El PP sería la fuerza política preferida en Navarrés, al hacerse con ocho concejales cuando el recuento de las elecciones municipales llega al 80.34% de escrutinio, lo que supondría uno más que los registrados en la región durante los anteriores comicios. Atendiendo a los datos que se conocen en este momento, la primera posición ocupada por el partido de Génova se correspondería con el 73,21% de los votos. El segundo puesto iría a parar al PSOE, que con tres ediles conseguiría el mismo número que en las anteriores votaciones en el municipio. "
115,Castellar de la Frontera,39.3,PSOE | 56.87 | 7 | 2 más && I.U. | 34.04 | 4 | <null> && PP | 7.99 | 0 | 1 menos,"El PSOE-A sería la fuerza política preferida en Castellar de la Frontera, al hacerse con siete concejales cuando el recuento de las elecciones municipales supera el 39.3% de escrutinio, lo cual supondría un mejor resultado en la región que en los pasados comicios, pues se traduce en dos representantes más. La organización de Ferraz se habría hecho con el 56,87% de las papeletas, porcentaje que le valdría para estar por delante de IU, que obtendría cuatro representantes, uno menos que en la pasada ocasión en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. A las puertas del Salón de Plenos se quedaría el PP, que perdería todos sus miembros del Cabildo, con un 7,99%."
